순번,수거장소구분명,수거장소명,지번주소,도로명주소,행정동코드,행정동명,법정동코드,법정동명,개설자명,전화번호,비고,위도,경도,데이터기준일자
1,약국,건강약국,대전광역시 서구 가수원동 765-6,대전광역시 서구 계백로 1166-12(가수원동),3017059000,가수원동,3017011400,가수원동,윤**,,,36.3043117,127.3528777,2025-01-17
2,약국,가장약국,대전광역시 서구 가장동 45-9 가장크리닉,대전광역시 서구 도산로 286(가장동),3017057000,가장동,3017010900,가장동,이**,,,36.33197278,127.3856177,2025-01-17
3,약국,가장태평양약국,대전광역시 서구 가장동 32-23 온누리크리닉,대전광역시 서구 동서대로 1147(가장동),3017057000,가장동,3017010900,가장동,김**,,,36.32810335,127.3878309,2025-01-17
4,약국,갈마드림약국,대전광역시 서구 갈마동 393-13,대전광역시 서구 신갈마로 110-1(갈마동),3017058100,갈마1동,3017011100,갈마동,임**,,,36.34387587,127.3688336,2025-01-17
5,약국,갈마약국,대전광역시 서구 갈마동 261-14,대전광역시 서구 계룡로 353(갈마동),3017058100,갈마1동,3017011100,갈마동,이**,,,36.35371527,127.368451,2025-01-17
6,약국,기쁨가득한약국,대전광역시 서구 갈마동 394-16,대전광역시 서구 갈마로 79(갈마동),3017058200,갈마2동,3017011100,갈마동,최**,,,36.34519495,127.3698169,2025-01-17
7,약국,다정약국,대전광역시 서구 갈마동 343-45,대전광역시 서구 갈마중로 11(갈마동),3017058200,갈마2동,3017011100,갈마동,박**,,,36.34771102,127.3705182,2025-01-17
8,약국,건양건강약국,대전광역시 서구 관저동 1898,대전광역시 서구 관저동로 164(관저동),3017059600,관저1동,3017011600,관저동,최**,,,36.30687429,127.3411466,2025-01-17
9,약국,건양사랑약국,대전광역시 서구 관저동 1898,대전광역시 서구 관저동로 164(관저동),3017059600,관저1동,3017011600,관저동,차**,,,36.30687429,127.3411466,2025-01-17
10,약국,건양정문약국,대전광역시 서구 관저동 1899 건양프라자,대전광역시 서구 관저동로 162(관저동),3017059600,관저1동,3017011600,관저동,강**,,,36.30656898,127.3411443,2025-01-17
11,약국,건양행복약국,대전광역시 서구 관저동 1899,대전광역시 서구 관저동로 162,3017059600,관저1동,3017011600,관저동,김**,,,36.30656898,127.3411443,2025-01-17
12,약국,관저우리약국,대전광역시 서구 관저동 1896 건양 타워,대전광역시 서구 관저동로 170(관저동),3017059600,관저1동,3017011600,관저동,최**,,,36.30733096,127.341165,2025-01-17
13,약국,관저종로약국,대전광역시 서구 관저동 1754 월드상가,대전광역시 서구 관저북로 25(관저동),3017059600,관저1동,3017011600,관저동,유**,,,36.30397247,127.3367311,2025-01-17
14,약국,광장약국,대전광역시 서구 관저동 1781,대전광역시 서구 관저북로13번길 23-12(관저동),3017059600,관저1동,3017011600,관저동,이**,,,36.30248134,127.3354941,2025-01-17
15,약국,길조온누리약국,대전광역시 서구 관저동 1752 봉우타워,대전광역시 서구 도안남로 148(관저동),3017059600,관저1동,3017011600,관저동,이**,,,36.30433611,127.3366952,2025-01-17
16,약국,더관저우리들약국,대전광역시 서구 관저동 1727,대전광역시 서구 도안대로 25(관저동),3017059600,관저1동,3017011600,관저동,연**,,,36.30382034,127.334392,2025-01-17
17,약국,365스마일약국,대전광역시 서구 관저동 1952-3,대전광역시 서구 관저로 27(관저동),3017059700,관저2동,3017011600,관저동,강**,,,36.29678769,127.3261351,2025-01-17
18,약국,관저길약국,대전광역시 서구 관저동 1546,대전광역시 서구 구봉로 121(관저동),3017059700,관저2동,3017011600,관저동,최**,,,36.29669992,127.3363467,2025-01-17
19,약국,관저온누리약국,대전광역시 서구 관저동 1105 메디컬센터,대전광역시 서구 관저중로 72(관저동),3017059700,관저2동,3017011600,관저동,이**,,,36.29860058,127.3352988,2025-01-17
20,약국,구름약국,대전광역시 서구 관저동 1541,대전광역시 서구 구봉로 137,3017059700,관저2동,3017011600,관저동,김**,,,36.29672772,127.3381544,2025-01-17
21,약국,구봉온누리약국,대전광역시 서구 관저동 1148 구봉마을 8단지,"대전광역시 서구 관저로 84(관저동, 구봉마을 8단지)",3017059700,관저2동,3017011600,관저동,강**,,,36.2975384,127.3315668,2025-01-17
22,약국,나라약국,대전광역시 서구 관저동 1405,대전광역시 서구 관저로 172(관저동),3017059700,관저2동,3017011600,관저동,신**,,,36.29875901,127.3409377,2025-01-17
23,약국,나의라임약국,대전광역시 서구 관저동 1008 리틀파워존,대전광역시 서구 관저중로 98(관저동),3017059700,관저2동,3017011600,관저동,류**,,,36.30091078,127.3354197,2025-01-17
24,약국,느리울약국,대전광역시 서구 관저동 1544,대전광역시 서구 구봉로 125(관저동),3017059700,관저2동,3017011600,관저동,석**,,,36.29670382,127.3369465,2025-01-17
25,약국,늘사랑약국,대전광역시 서구 관저동 1112,대전광역시 서구 관저중로95번길 57(관저동),3017059700,관저2동,3017011600,관저동,김**,,,36.30107911,127.3316448,2025-01-17
26,약국,대전온누리약국,대전광역시 서구 관저동 1415 관저빌딩,대전광역시 서구 관저동로 88(관저동),3017059700,관저2동,3017011600,관저동,엄**,,,36.30002357,127.3410254,2025-01-17
27,약국,더좋은약국,대전광역시 서구 관저동 1952-5,대전광역시 서구 관저로 23,3017059700,관저2동,3017011600,관저동,정**,,,36.29638535,127.3259883,2025-01-17
28,약국,더좋은약국,대전광역시 서구 관저동 1952-5,대전광역시 서구 관저로 23,3017059700,관저2동,3017011600,관저동,조**,,,36.29638535,127.3259883,2025-01-17
29,약국,괴정약국,대전광역시 서구 괴정동 78-18,대전광역시 서구 괴정로 106(괴정동),3017056000,괴정동,3017010800,괴정동,정**,,,36.33813455,127.3845342,2025-01-17
30,약국,다사랑약국,대전광역시 서구 괴정동 423-5 허리사랑병원,대전광역시 서구 계룡로 618(괴정동),3017056000,괴정동,3017010800,괴정동,김**,,,36.33961045,127.3908007,2025-01-17
31,약국,기성약국,대전광역시 서구 흑석동 884,대전광역시 서구 벌곡로 653-1(흑석동),3017060000,기성동,3017011700,흑석동,도**,,,36.25485872,127.3409192,2025-01-17
32,약국,구인당약국,대전광역시 서구 내동 28-20,대전광역시 서구 동서대로 1016(내동),3017057500,내동,3017011000,내동,구**,,,36.33211702,127.3745766,2025-01-17
33,약국,내동우리약국,대전광역시 서구 내동 160-17,대전광역시 서구 동서대로 981(내동),3017057500,내동,3017011000,내동,염**,,,36.33435501,127.3714854,2025-01-17
34,약국,대영온누리약국,대전광역시 서구 도마동 50-14,대전광역시 서구 배재로 156(도마동),3017052000,도마1동,3017010300,도마동,남**,,,36.32227606,127.3704716,2025-01-17
35,약국,도마태평양약국,대전광역시 서구 도마동 24-19,대전광역시 서구 배재로 182-1(도마동),3017052000,도마1동,3017010300,도마동,김**,,,36.32476074,127.3706043,2025-01-17
36,약국,도마프라자약국,대전광역시 서구 도마동 174-4,대전광역시 서구 도산로 45(도마동),3017052000,도마1동,3017010300,도마동,이**,,,36.31268066,127.3803682,2025-01-17
37,약국,도마솔약국,대전광역시 서구 도마동 145-18 도마정형외과,대전광역시 서구 도산로 63(도마동),3017053000,도마2동,3017010300,도마동,박**,,,36.31414707,127.3792316,2025-01-17
38,약국,도마약국,대전광역시 서구 도마동 185-25,대전광역시 서구 계백로 1410(도마동),3017053000,도마2동,3017010300,도마동,장**,,,36.31205207,127.3783003,2025-01-17
39,약국,도마조아약국,대전광역시 서구 도마동 194-1,대전광역시 서구 배재로 175(도마동),3017053000,도마2동,3017010300,도마동,임**,,,36.32414765,127.3701163,2025-01-17
40,약국,도토리약국,대전광역시 서구 도마동 172-15,대전광역시 서구 도산로 51(도마동),3017053000,도마2동,3017010300,도마동,최**,,,36.31330796,127.3795775,2025-01-17
41,약국,가수원프라자약국,대전광역시 서구 도안동 1782,대전광역시 서구 계백로 1141(도안동),3017059300,도안동,3017011500,도안동,박**,,,36.30480344,127.350041,2025-01-17
42,약국,그린약국,대전광역시 서구 도안동 1478,대전광역시 서구 도안중로 306(도안동),3017059300,도안동,3017011500,도안동,김**,,,36.31261415,127.3507201,2025-01-17
43,약국,도안종로한약국,대전광역시 서구 도안동 854,대전광역시 서구 동서대로 696(도안동),3017059300,도안동,3017011500,도안동,윤**,,,36.33182167,127.340203,2025-01-17
44,약국,21세기약국,대전광역시 서구 둔산동 1380-2 홈플러스대전둔산점,대전광역시 서구 문예로 107(둔산동),3017063000,둔산1동,3017011200,둔산동,박**,,,36.35632919,127.3872426,2025-01-17
45,약국,건강플러스약국,대전광역시 서구 둔산동 1380-1 아너스빌오피스텔,대전광역시 서구 둔산북로 121(둔산동),3017063000,둔산1동,3017011200,둔산동,성**,,,36.35632919,127.3872426,2025-01-17
46,약국,누리약국,대전광역시 서구 둔산동 1508,대전광역시 서구 문예로 69(둔산동),3017063000,둔산1동,3017011200,둔산동,양**,,,36.3529017,127.3898621,2025-01-17
47,약국,누리약국,대전광역시 서구 둔산동 1508,대전광역시 서구 문예로 69(둔산동),3017063000,둔산1동,3017011200,둔산동,김**,,,36.3529017,127.3898621,2025-01-17
48,약국,다나약국,대전광역시 서구 둔산동 1411 연당빌딩,대전광역시 서구 둔산로 121(둔산동),3017063000,둔산1동,3017011200,둔산동,이**,,,36.35158638,127.3874156,2025-01-17
49,약국,갤러리비타민약국,대전광역시 서구 둔산동 1040 미래빌딩,대전광역시 서구 대덕대로 203(둔산동),3017064000,둔산2동,3017011200,둔산동,송**,,,36.35124288,127.377866,2025-01-17
50,약국,경보약국,대전광역시 서구 둔산동 1272,대전광역시 서구 둔산로 67(둔산동),3017064000,둔산2동,3017011200,둔산동,김**,,,36.35156849,127.3812924,2025-01-17
51,약국,고운약국,대전광역시 서구 둔산동 1043,대전광역시 서구 대덕대로 195(둔산동),3017064000,둔산2동,3017011200,둔산동,정**,,,36.35075161,127.3775921,2025-01-17
52,약국,늘푸른약국,대전광역시 서구 둔산동 1339,대전광역시 서구 대덕대로242번길 26(둔산동),3017064000,둔산2동,3017011200,둔산동,김**,,,36.35413491,127.3809649,2025-01-17
53,약국,더타임약국,대전광역시 서구 둔산동 988,대전광역시 서구 둔산로31번길 21(둔산동),3017064000,둔산2동,3017011200,둔산동,박**,,,36.35269441,127.3772639,2025-01-17
54,약국,더희망약국,대전광역시 서구 둔산동 1268,대전광역시 서구 둔산로 77(둔산동),3017064000,둔산2동,3017011200,둔산동,오**,,,36.35156549,127.3825715,2025-01-17
55,약국,도담약국,대전광역시 서구 둔산동 1046,대전광역시 서구 대덕대로 189(둔산동),3017064000,둔산2동,3017011200,둔산동,김**,,,36.35024466,127.3772627,2025-01-17
56,약국,도아약국,대전광역시 서구 둔산동 939 매그놀리아,대전광역시 서구 청사로 148(둔산동),3017064000,둔산2동,3017011200,둔산동,조**,,,36.35946085,127.3803147,2025-01-17
57,약국,광혜당약국,대전광역시 서구 변동 31-59,대전광역시 서구 도산로 200(변동),3017054000,변동,3017010200,변동,석**,,,36.32601364,127.3798208,2025-01-17
58,약국,누리태평양약국,대전광역시 서구 용문동 263-1,대전광역시 서구 도산로 354(용문동),3017055000,용문동,3017010500,용문동,강**,,,36.33627044,127.3909864,2025-01-17
59,약국,동민약국,대전광역시 서구 용문동 256-31,대전광역시 서구 계룡로 662-1(용문동),3017055000,용문동,3017010500,용문동,박**,,,36.33695778,127.3944942,2025-01-17
60,약국,대전프라자약국,대전광역시 서구 월평동 256,대전광역시 서구 월평북로 82(월평동),3017058700,월평2동,3017011300,월평동,이**,,,36.36202129,127.3772924,2025-01-17
61,약국,남화약국,대전광역시 서구 월평동 311-1 하나로아파트,"대전광역시 서구 청사로 5(월평동, 하나로아파트)",3017058800,월평3동,3017011300,월평동,전**,,,36.36217019,127.3665738,2025-01-17
62,약국,굿모닝약국,대전광역시 서구 정림동 505,대전광역시 서구 계백로 1280(정림동),3017053500,정림동,3017010400,정림동,이**,,,36.30751944,127.3651004,2025-01-17
63,약국,늘조은약국,대전광역시 서구 정림동 592,대전광역시 서구 정림로 62-1(정림동),3017053500,정림동,3017010400,정림동,이**,,,36.30593464,127.3654196,2025-01-17
64,약국,대청건강약국,대전광역시 서구 정림동 산30-15,대전광역시 서구 혜천로 15(정림동),3017053500,정림동,3017010400,정림동,정**,,,36.30813094,127.3698908,2025-01-17
65,약국,대청정문약국,대전광역시 서구 정림동 산30-15,대전광역시 서구 혜천로 15(정림동),3017053500,정림동,3017010400,정림동,정**,,,36.30813094,127.3698908,2025-01-17
66,약국,검지약국,대전광역시 서구 탄방동 660,대전광역시 서구 계룡로553번길 72(탄방동),3017055500,탄방동,3017010600,탄방동,고**,,,36.34614537,127.3854314,2025-01-17
67,약국,나음약국,대전광역시 서구 탄방동 1032,대전광역시 서구 문정로 144(탄방동),3017055500,탄방동,3017010600,탄방동,문*,,,36.34696,127.3954252,2025-01-17
68,약국,누리샤크존약국,대전광역시 서구 탄방동 590 샤크존,대전광역시 서구 둔산중로 19(탄방동),3017055500,탄방동,3017010600,탄방동,이**,,,36.348221,127.3861704,2025-01-17
69,약국,뉴굿모닝약국,대전광역시 서구 탄방동 90-2,대전광역시 서구 계룡로 607(탄방동),3017055500,탄방동,3017010600,탄방동,연**,,,36.34091936,127.3908693,2025-01-17
70,약국,대전조이약국,대전광역시 서구 탄방동 672 조이빌딩,대전광역시 서구 계룡로553번길 18(탄방동),3017055500,탄방동,3017010600,탄방동,안**,,,36.34365729,127.3855519,2025-01-17
71,약국,동해약국,대전광역시 서구 탄방동 598,대전광역시 서구 문정로 32(탄방동),3017055500,탄방동,3017010600,탄방동,고**,,,36.34639274,127.3830779,2025-01-17
72,약국,대동한약국,대전광역시 서구 괴정동 89-52,대전광역시 서구 갈마로261번길 35,3017056000,괴정동,3017010800,괴정동,박**,,,36.33421688,127.3837998,2025-01-17
73,약국,대전마더스약국,대전광역시 서구 둔산동 1809,대전광역시 서구 둔산로 201,3017066000,둔산3동,3017011200,둔산동,김**,,,36.35395384,127.3974346,2025-01-17
74,약국,동화약국,대전광역시 서구 관저동 1340,대전광역시 서구 관저로 157,3017059700,관저2동,3017011600,관저동,김**,,,36.29932268,127.3397725,2025-01-17
75,약국,둔산건강약국,대전광역시 서구 둔산동 963,대전광역시 서구 둔산북로 36,3017064000,둔산2동,3017011200,둔산동,윤**,,,36.35545201,127.3783737,2025-01-17
76,약국,둔산대형약국,대전광역시 서구 둔산동 1500,대전광역시 서구 문예로 41,3017063000,둔산1동,3017011200,둔산동,송**,,,36.35043392,127.3898356,2025-01-17
77,약국,둔산드림팜약국,대전광역시 서구 갈마동 1043,대전광역시 서구 대덕대로167번길 5,3017058200,갈마2동,3017011100,갈마동,이**,,,36.34841013,127.3759798,2025-01-17
78,약국,둔산성모약국,대전광역시 서구 둔산동 1500-1,대전광역시 서구 문예로 43,3017063000,둔산1동,3017011200,둔산동,박**,,,36.3506038,127.3898342,2025-01-17
79,약국,둔산시온약국,대전광역시 서구 둔산동 1126,대전광역시 서구 대덕대로176번길 9,3017064000,둔산2동,3017011200,둔산동,오**,,,36.34870583,127.3776846,2025-01-17
80,약국,둔산을지약국,대전광역시 서구 둔산동 1307,대전광역시 서구 대덕대로242번길 48,3017064000,둔산2동,3017011200,둔산동,오**,,,36.35410989,127.382253,2025-01-17
81,약국,둔산태평양약국,대전광역시 서구 둔산동 1166,대전광역시 서구 대덕대로 202,3017064000,둔산2동,3017011200,둔산동,고**,,,36.35082777,127.378643,2025-01-17
82,약국,둔산프라자약국,대전광역시 서구 둔산동 1505,대전광역시 서구 문예로 63,3017063000,둔산1동,3017011200,둔산동,김**,,,36.35230324,127.3898617,2025-01-17
83,약국,둔산하늘약국,대전광역시 서구 둔산동 1419,대전광역시 서구 둔산중로 38,3017063000,둔산1동,3017011200,둔산동,조**,,,36.3499618,127.3872313,2025-01-17
84,약국,둔산한솔약국,대전광역시 서구 둔산동 1419,대전광역시 서구 둔산중로 38,3017063000,둔산1동,3017011200,둔산동,송**,,,36.3499618,127.3872313,2025-01-17
85,약국,둔산행복한약국,대전광역시 서구 둔산동 1367,대전광역시 서구 대덕대로 238,3017064000,둔산2동,3017011200,둔산동,장**,,,36.35411427,127.3799767,2025-01-17
86,약국,드림약국,대전광역시 서구 도안동 1364,대전광역시 서구 도안동로 177,3017059300,도안동,3017011500,도안동,이**,,,36.31964985,127.3458955,2025-01-17
87,약국,들뫼풀한약국,대전광역시 서구 도마동 134-69,대전광역시 서구 도마2길 59,3017052000,도마1동,3017010300,도마동,성**,,,36.31490153,127.3824311,2025-01-17
88,약국,라임약국,대전광역시 서구 둔산동 1501,대전광역시 서구 둔산로 144,3017063000,둔산1동,3017011200,둔산동,김**,,,36.35098585,127.3898491,2025-01-17
89,약국,래미안종로약국,대전광역시 서구 가장동 55,대전광역시 서구 가장로 106,3017057000,가장동,3017010900,가장동,우**,,,36.33354782,127.3839766,2025-01-17
90,약국,롯데약국,대전광역시 서구 내동 220,대전광역시 서구 신갈마로 46,3017057500,내동,3017011000,내동,박**,,,36.33887901,127.3676097,2025-01-17
91,약국,마더스약국,대전광역시 서구 둔산동 959-2,대전광역시 서구 둔산북로 41,3017064000,둔산2동,3017011200,둔산동,강**,,,36.35635036,127.3781844,2025-01-17
92,약국,마음편한약국,대전광역시 서구 둔산동 1398,대전광역시 서구 둔산중로 74,3017063000,둔산1동,3017011200,둔산동,박**,,,36.35330629,127.3871014,2025-01-17
93,약국,마치약국,대전광역시 서구 관저동 1513,대전광역시 서구 구봉로131번길 49,3017059700,관저2동,3017011600,관저동,장**,,,36.29853308,127.3371568,2025-01-17
